Psgc	Region	Province	Town	Barangay
64501051	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	MANSILINGAN
137403017	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	ROSARIO
45802002	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO (CAPITAL)	CUPANG
137402013	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	MARIKINA HEIGHTS (CONCEPCION)
137404079	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	PASONG PUTIK PROPER (PASONG PUTIK)
42103014	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	MOLINO I
137403027	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	SANTOLAN
137404120	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	TANDANG SORA
45813001	REGION IV-A (CALABARZON)	RIZAL	TAYTAY	DOLORES (POB.)
42108023	REGION IV-A (CALABARZON)	CAVITE	GENERAL TRIAS	SAN FRANCISCO
72217062	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	PUNTA PRINCESA
137602007	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	EAST REMBO
137602016	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	PEMBO
137402012	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	CONCEPCION DOS
137602032	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	WEST REMBO
137402003	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	CONCEPCION UNO
72217006	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	BACAYAN
137601017	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF LAS PINAS	TALON DOS
45808008	REGION IV-A (CALABARZON)	RIZAL	RODRIGUEZ (MONTALBAN)	ROSARIO
137403003	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	BAMBANG
43425016	REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	SAN VICENTE
83747130	REGION VIII (EASTERN VISAYAS)	LEYTE	TACLOBAN CITY (CAPITAL)	BARANGAY 96 (CALANIPAWAN)
137402008	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	SAN ROQUE
NF	CALABARZON (REGION IV-A)	Rizal	CAINTA	N.A
137402010	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	SANTO NINO
137602028	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	SOUTH CEMBO
31411011	REGION III (CENTRAL LUZON)	BULACAN	MARILAO	PRENZA I
64501050	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	MANDALAGAN
42103049	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	MOLINO VI
42106018	REGION IV-A (CALABARZON)	CAVITE	CITY OF DASMARINAS	ZONE III (POB.)
45802008	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO (CAPITAL)	SAN JOSE (POB.)
137501171	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 171
137501168	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 168
64501058	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	TANGUB
137403015	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	PINAGBUHATAN
74610029	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	DUMAGUETE CITY (CAPITAL)	TACLOBO
112402075	REGION XI (DAVAO REGION)	DAVAO DEL SUR	DAVAO CITY	MATINA CROSSING
42108029	REGION IV-A (CALABARZON)	CAVITE	GENERAL TRIAS	TEJERO
45811010	REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	SANTA ANA
72217036	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	CAMPUTHAW (POB.)
35415031	REGION III (CENTRAL LUZON)	PAMPANGA	PORAC	SANTA CRUZ
72230017	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	MAGUIKAY
137502015	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CITY OF MALABON	POTRERO
42103048	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	MOLINO V
45805016	REGION IV-A (CALABARZON)	RIZAL	CAINTA	SAN JUAN
71242004	REGION VII (CENTRAL VISAYAS)	BOHOL	TAGBILARAN CITY (CAPITAL)	COGON
42109012	REGION IV-A (CALABARZON)	CAVITE	IMUS CITY	CARSADANG BAGO I
72217065	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	SAMBAG II (POB.)
137602003	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	CEMBO
42103013	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	MAMBOG I
74604018	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	BAIS CITY	LO-OC
137404068	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	NAGKAISANG NAYON
137602023	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	SAN ANTONIO
41005001	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (CAPITAL)	ALANGILAN
42109020	REGION IV-A (CALABARZON)	CAVITE	IMUS CITY	PASONG BUAYA I
42103019	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	REAL I
72217020	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	CAPITOL SITE (POB.)
72226002	REGION VII (CENTRAL VISAYAS)	CEBU	LAPU-LAPU CITY	BABAG
72230014	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	JAGOBIAO
126303011	REGION XII (SOCCSKSARGEN)	SOUTH COTABATO	GENERAL SANTOS CITY	LAGAO (1ST & 3RD)
45808005	REGION IV-A (CALABARZON)	RIZAL	RODRIGUEZ (MONTALBAN)	MANGGAHAN
137401019	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	NEW ZANIGA
137501173	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 173
72232009	REGION VII (CENTRAL VISAYAS)	CEBU	MINGLANILLA	PAKIGNE
137402004	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	JESUS DE LA PENA
137402006	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	NANGKA
137604012	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF PARANAQUE	SAN ANTONIO
112402116	REGION XI (DAVAO REGION)	DAVAO DEL SUR	DAVAO CITY	TALOMO (POB.)
137401014	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	HULO
137404097	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	SAN BARTOLOME
137501169	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 169
35401035	REGION III (CENTRAL LUZON)	PAMPANGA	ANGELES CITY	AMSIC
64501046	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	CABUG
NF	METROPOLITAN MANILA	Metropolitan Manila	QUEZON CITY	CONSTITUTION HILLS
45811015	REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	SANTO NINO
137403022	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	SAN MIGUEL
137404008	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	BAGONG LIPUNAN NG CRAME
137402005	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	MALANDAY
60407013	REGION VI (WESTERN VISAYAS)	AKLAN	KALIBO (CAPITAL)	POBLACION
64501002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	ALIJIS
137401005	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	BARANGKA ILAYA
137404041	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	FAIRVIEW
137404111	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	SAUYO
42106056	REGION IV-A (CALABARZON)	CAVITE	CITY OF DASMARINAS	PALIPARAN III
71242011	REGION VII (CENTRAL VISAYAS)	BOHOL	TAGBILARAN CITY (CAPITAL)	POBLACION II
137402009	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	SANTA ELENA (POB.)
137403009	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	KAPITOLYO
41005034	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (CAPITAL)	KUMINTANG IBABA
141102103	CAR - CORDILLERA ADMINISTRATIVE REGION	BENGUET	BAGUIO CITY	SANTO TOMAS PROPER
72230004	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	BASAK
41014054	REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	SABANG
42108011	REGION IV-A (CALABARZON)	CAVITE	GENERAL TRIAS	BICLATAN
63022175	REGION VI (WESTERN VISAYAS)	ILOILO	ILOILO CITY	TABUC SUBA (JARO)
104305005	REGION X (NORTHERN MINDANAO)	MISAMIS ORIENTAL	CAGAYAN DE ORO CITY	BALULANG
112402035	REGION XI (DAVAO REGION)	DAVAO DEL SUR	DAVAO CITY	COMMUNAL
42103004	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	BAYANAN
72226005	REGION VII (CENTRAL VISAYAS)	CEBU	LAPU-LAPU CITY	BASAK
137401010	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	HAGDANG BATO ITAAS
137404046	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	KALIGAYAHAN
42106014	REGION IV-A (CALABARZON)	CAVITE	CITY OF DASMARINAS	SAN AGUSTIN I
72217018	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	CALAMBA
72230023	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	TABOK
64501049	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	GRANADA
64523018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	POBLACION I (BARANGAY 1)
137404043	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	GULOD
137602031	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	VALENZUELA
NF	MIMAROPA (REGION IV-B)	Oriental Mindoro	CALAPAN CITY	N.A
72250016	REGION VII (CENTRAL VISAYAS)	CEBU	CITY OF TALISAY	TABUNOC
137602024	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	SAN ISIDRO
31417011	REGION III (CENTRAL LUZON)	BULACAN	PLARIDEL	LALANGAN
41028024	REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	SANTA ANASTACIA
43428010	REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	MALITLIT
83738016	REGION VIII (EASTERN VISAYAS)	LEYTE	ORMOC CITY	COGON COMBADO
83747129	REGION VIII (EASTERN VISAYAS)	LEYTE	TACLOBAN CITY (CAPITAL)	BARANGAY 95 (CAIBAAN)
72226016	REGION VII (CENTRAL VISAYAS)	CEBU	LAPU-LAPU CITY	MARIBAGO
137404010	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	BAGONG SILANGAN
45811016	REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	SILANGAN
72230005	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	CABANCALAN
72230009	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	CASUNTINGAN
72250001	REGION VII (CENTRAL VISAYAS)	CEBU	CITY OF TALISAY	BULACAO
137404106	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	SANTA MONICA
45804003	REGION IV-A (CALABARZON)	RIZAL	BINANGONAN	BILIBIRAN
137501167	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 167
137404022	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	COMMONWEALTH
137404135	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	BALONG BATO
35404018	REGION III (CENTRAL LUZON)	PAMPANGA	BACOLOR	SAN ISIDRO
72226015	REGION VII (CENTRAL VISAYAS)	CEBU	LAPU-LAPU CITY	MACTAN
72217066	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	SAN ANTONIO (POB.)
42109028	REGION IV-A (CALABARZON)	CAVITE	IMUS CITY	ALAPAN II-B
45811008	REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	MALY
64502020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	POBLACION
137401003	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	BARANGKA DRIVE
137402002	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	CALUMPANG
137504011	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CITY OF VALENZUELA	HEN. T. DE LEON
41028029	REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	SANTIAGO
45624020	REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY	IBABANG DUPAY
41017020	REGION IV-A (CALABARZON)	BATANGAS	MALVAR	SANTIAGO
45802009	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO (CAPITAL)	SAN ROQUE (POB.)
45813003	REGION IV-A (CALABARZON)	RIZAL	TAYTAY	SAN ISIDRO
72227008	REGION VII (CENTRAL VISAYAS)	CEBU	LILOAN	POBLACION
137604009	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF PARANAQUE	MARCELO GREEN VILLAGE
63022098	REGION VI (WESTERN VISAYAS)	ILOILO	ILOILO CITY	M. V. HECHANOVA
137504005	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CITY OF VALENZUELA	BIGNAY
30808005	REGION III (CENTRAL LUZON)	BATAAN	MORONG	SABANG
42106065	REGION IV-A (CALABARZON)	CAVITE	CITY OF DASMARINAS	SAN AGUSTIN II
64501045	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	BATA
160202090	REGION XIII (CARAGA)	AGUSAN DEL NORTE	BUTUAN CITY (CAPITAL)	VILLA KANANGA
72226012	REGION VII (CENTRAL VISAYAS)	CEBU	LAPU-LAPU CITY	GUN-OB
NF	METROPOLITAN MANILA	Metropolitan Manila	TAGUIG	SIGNAL VILLAGE
42103015	REGION IV-A (CALABARZON)	CAVITE	BACOOR CITY	NIOG I
64509002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	BALINTAWAK (POB.)
87808017	REGION VIII (EASTERN VISAYAS)	BILIRAN	NAVAL (CAPITAL)	SANTISSIMO ROSARIO POB. (SANTO ROSA)
137401024	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	POBLACION
137402001	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	BARANGKA
137405002	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF SAN JUAN	BALONG-BATO
41014030	REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	MARAUOY
72230007	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	CANDUMAN
137404003	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	APOLONIO SAMSON
137602019	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	PITOGO
41005097	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (CAPITAL)	SANTA RITA KARSADA
72217053	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	PARDO (POB.)
137403007	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	KALAWAAN
137504017	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CITY OF VALENZUELA	MALINTA
23135024	REGION II (CAGAYAN VALLEY)	ISABELA	CITY OF SANTIAGO	PLARIDEL
35401006	REGION III (CENTRAL LUZON)	PAMPANGA	ANGELES CITY	CUAYAN
63022067	REGION VI (WESTERN VISAYAS)	ILOILO	ILOILO CITY	HIBAO-AN SUR
64526006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SILAY CITY	BARANGAY V (POB.)
74610027	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	DUMAGUETE CITY (CAPITAL)	PULANTUBIG
74604010	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	BAIS CITY	CAMBUILAO
137404005	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	BAESA
31410012	REGION III (CENTRAL LUZON)	BULACAN	CITY OF MALOLOS (CAPITAL)	BULIHAN
41005014	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (CAPITAL)	CALICANTO
83738082	REGION VIII (EASTERN VISAYAS)	LEYTE	ORMOC CITY	SAN ISIDRO
83747112	REGION VIII (EASTERN VISAYAS)	LEYTE	TACLOBAN CITY (CAPITAL)	BARANGAY 80 (MARASBARAS)
137602015	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	PALANAN
83738060	REGION VIII (EASTERN VISAYAS)	LEYTE	ORMOC CITY	LINAO
103504048	REGION X (NORTHERN MINDANAO)	LANAO DEL NORTE	ILIGAN CITY	VILLA VERDE
137405018	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF SAN JUAN	SANTA LUCIA
137602026	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	SANTA CRUZ
141102017	CAR - CORDILLERA ADMINISTRATIVE REGION	BENGUET	BAGUIO CITY	CAMP 7
41005090	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (CAPITAL)	SAN ISIDRO
43425005	REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	LANDAYAN
64510001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	AGUISAN
64501055	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	SINGCANG-AIRPORT
72226027	REGION VII (CENTRAL VISAYAS)	CEBU	LAPU-LAPU CITY	SUBABASBAS
72217057	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	PIT-OS
72218014	REGION VII (CENTRAL VISAYAS)	CEBU	COMPOSTELA	POBLACION
74610005	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	DUMAGUETE CITY (CAPITAL)	BANTAYAN
83722021	REGION VIII (EASTERN VISAYAS)	LEYTE	ISABEL	SANTO NINO (POB.)
137601020	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF LAS PINAS	TALON SINGKO
160202025	REGION XIII (CARAGA)	AGUSAN DEL NORTE	BUTUAN CITY (CAPITAL)	BONBON
86005039	REGION VIII (EASTERN VISAYAS)	SAMAR (WESTERN SAMAR)	CITY OF CATBALOGAN (CAPITAL)	POBLACION 6 (BARANGAY 6)
137402011	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MARIKINA	TANONG
137403014	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	PALATIW
137404137	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	QUEZON CITY	SANGANDAAN
137602029	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF MAKATI	TEJEROS
31412001	REGION III (CENTRAL LUZON)	BULACAN	CITY OF MEYCAUAYAN	BAGBAGUIN
42109035	REGION IV-A (CALABARZON)	CAVITE	IMUS CITY	ANABU II-B
97332087	REGION IX (ZAMBOANGA PENINSULA)	ZAMBOANGA DEL SUR	ZAMBOANGA CITY	TETUAN
141102135	CAR - CORDILLERA ADMINISTRATIVE REGION	BENGUET	BAGUIO CITY	DOMINICAN HILL-MIRADOR
64502023	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	TALOC
72217064	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	SAMBAG I (POB.)
112402086	REGION XI (DAVAO REGION)	DAVAO DEL SUR	DAVAO CITY	PAMPANGA
137501166	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 166
64501003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	BANAGO
64502013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	LAG-ASAN
112509007	REGION XI (DAVAO REGION)	DAVAO ORIENTAL	CITY OF MATI (CAPITAL)	DAHICAN
137401020	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	OLD ZANIGA
41014008	REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	SAN SEBASTIAN (BALAGBAG)
60407001	REGION VI (WESTERN VISAYAS)	AKLAN	KALIBO (CAPITAL)	ANDAGAW
64501036	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	BARANGAY 39 (POB.)
72218009	REGION VII (CENTRAL VISAYAS)	CEBU	COMPOSTELA	ESTACA
74610013	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	DUMAGUETE CITY (CAPITAL)	DARO
74610023	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	DUMAGUETE CITY (CAPITAL)	POBLACION NO. 5 (BARANGAY 5)
112403030	REGION XI (DAVAO REGION)	DAVAO DEL SUR	CITY OF DIGOS (CAPITAL)	ZONE 3 (POB.)
126303023	REGION XII (SOCCSKSARGEN)	SOUTH COTABATO	GENERAL SANTOS CITY	SAN ISIDRO (LAGAO 2ND)
137504023	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CITY OF VALENZUELA	PASO DE BLAS
41005095	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (CAPITAL)	SANTA CLARA
42106075	REGION IV-A (CALABARZON)	CAVITE	CITY OF DASMARINAS	SAN NICOLAS II
63035040	REGION VI (WESTERN VISAYAS)	ILOILO	CITY OF PASSI	POBLACION ILAYA
72217003	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	APAS
72217050	REGION VII (CENTRAL VISAYAS)	CEBU	CEBU CITY	PAHINA CENTRAL (POB.)
137401006	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	BARANGKA ITAAS
42109039	REGION IV-A (CALABARZON)	CAVITE	IMUS CITY	ANABU II-F
45802010	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO (CAPITAL)	MAMBUGAN
61914033	REGION VI (WESTERN VISAYAS)	CAPIZ	ROXAS CITY (CAPITAL)	LAWA-AN
72230015	REGION VII (CENTRAL VISAYAS)	CEBU	MANDAUE CITY	LABOGON
83738088	REGION VIII (EASTERN VISAYAS)	LEYTE	ORMOC CITY	SAN PABLO (SIMANGAN)
137604004	NCR - NATIONAL CAPITAL REGION	"NCR, FOURTH DISTRICT (Not a Province)"	CITY OF PARANAQUE	SAN DIONISIO
45813002	REGION IV-A (CALABARZON)	RIZAL	TAYTAY	MUZON
126303034	REGION XII (SOCCSKSARGEN)	SOUTH COTABATO	GENERAL SANTOS CITY	CITY HEIGHTS
137405003	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF SAN JUAN	BATIS
137501177	NCR - NATIONAL CAPITAL REGION	"NCR, THIRD DISTRICT (Not a Province)"	CALOOCAN CITY	BARANGAY 177
64524011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	BARANGAY II (POB.)
64515008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	HILAMONAN
74620006	REGION VII (CENTRAL VISAYAS)	NEGROS ORIENTAL	SIBULAN	CANGMATING
83747109	REGION VIII (EASTERN VISAYAS)	LEYTE	TACLOBAN CITY (CAPITAL)	BARANGAY 78 (MARASBARAS)
103504017	REGION X (NORTHERN MINDANAO)	LANAO DEL NORTE	ILIGAN CITY	POBLACION
137401011	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF MANDALUYONG	HAGDANG BATO LIBIS
43428005	REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	DITA
45809008	REGION IV-A (CALABARZON)	RIZAL	MORONG	SAN PEDRO (POB.)
137403026	NCR - NATIONAL CAPITAL REGION	"NCR, SECOND DISTRICT (Not a Province)"	CITY OF PASIG	SANTO TOMAS
160202054	REGION XIII (CARAGA)	AGUSAN DEL NORTE	BUTUAN CITY (CAPITAL)	LIBERTAD
42106063	REGION IV-A (CALABARZON)	CAVITE	CITY OF DASMARINAS	SAMPALOC IV
43403004	REGION IV-A (CALABARZON)	LAGUNA	CITY OF BINAN	CANLALAY
63022179	REGION VI (WESTERN VISAYAS)	ILOILO	ILOILO CITY	TAGBAC
